R101,19,45,1720.11,23.672011,2591
R102,17,38,1530.92,20.953092,3297
R103,13,28,1346.21,15.934621,543
R104,10,26,1037.22,12.703722,591
R105,14,35,1412.52,17.641252,421
R106,12,29,1328.75,15.032875,761
R107,10,27,1108.92,12.810892,248
R108,9,26,960.11,11.696011,317
R109,11,31,1277.49,14.227749,888
R110,10,29,1137.48,13.013748,573
R111,10,27,1144.97,12.814497,876
R112,9,26,981.69,11.698169,711
